News,InfSec,FAKE?,Link
"['Новость: специалисты по информационной безопасности заявили о том, что их коллеги из компании «Яндекс» обнаружили уязвимость в браузере Google Chrome. Она позволяет удаленно выполнить произвольные действия с компьютером и конфиденциальными данными пользователя без ведома последнего.""\nhttps://lenta-ua...r/28072016?utm_source=yxnewsUTF8%3A+yandexcom \n А ведь я предупреждал! ))))) Вот вам еще один повод вспомнить про ""невидимую руку"". В общем - не надо быть семи пядей во лбу чтобы понять кто именно стоит за всеми этими терактами на Ближнем Востоке.... И это вовсе никакая случайность!!! ))) Просто все очень похоже.....))) Как говорил классик :""Случайность есть то, чего никто никогда специально НЕ ожидает..."" (с) Но если вы хотите узнать как далеко может зайти случайное совпадение событий... тогда читайте мой пост от 12 декабря 2015 г., когда был взорван автобус под Волновахой.... Там подробно расписано кому выгодна эта провокация......']",1,1,https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о том, что хакеры могут взломать компьютеры через Wi-Fi. Это означает то же самое для смартфонов — можно использовать их как «черные ящики», в которые злоумышленник сможет загружаться и отправлять свои команды на компьютер жертвы (в случае с Android это будет делать программа Drive). В настоящее время компания Google работает над защитой своей сети от подобных атак; кроме того она уже выпустила обновление программного обеспечения своих устройств до версии 1 октября 2015 года».\nhttp://www/newsweeklyarchive21562015_goga__hacker#ixzz1GYyWnDKV \n _______________________________________(C) The New York Times / http//moneytimesruen[^]=allinvestmentblogspot [+][*]]{""status"":0,""countryName"",""dateReleased"",""""}|-------\\\\r\\u04118$----------~?wbrjkbpqe4z9dv7x5s3foi==']",1,1,https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о взломе базы данных «Лаборатории Касперского»\n«Мы обнаружили уязвимость в системе управления базой, которая позволяла злоумышленникам получить доступ к данным. Для ее устранения мы направили специалистам компании ""Доктор Веб"" отчет с рекомендациями и описанием обнаруженной ошибки», - заявил руководитель службы ИБ Евгений Козлов (цитата из сообщения на сайте Kaspersky Lab). Он отметил также что компания уже направила пострадавшему от кибератаки клиенту уведомление об устранении проблемы.» \n ______________________________________ *) В данном случае под словом вирус подразумеваются любые программы-шпионы или другие вредоносные агенты работающие внутри операционной системы Windows 10 без ведома пользователя — они могут быть обнаружены при проверке компьютера через Центр обновлений Microsoft. При этом для того чтобы обнаружить их наличие достаточно включить проверку системных файлов антивирусом после перезагрузки ПК, как это было сделано мною ранее http://microsoftfactoryprogramsblogspottingcom/?p=145497#more138971']",1,1,https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о том, что им удалось взломать сайт ""Яндекса"", на котором была опубликована информация с личной страницы премьер-министра РФ Дмитрия Медведева.\n""Специалисты компании Zecurion успешно справились со сложнейшей задачей — взломали официальный блог председателя правительства Российской Федерации и опубликованную там личную информацию пользователя dm_b,"" - говорится в официальном заявлении разработчиков системы мониторинга утечек информации InfoWatch"". \n ______________________________________________В России не только есть люди которые верят Путину но еще очень много людей которых Путин устраивает как президент страны! В этом году он будет править страной до 2018 года (если его переизберут), а потом уже можно подумать об изменении конституции или даже самого президента!!! И вот тогда то мы увидим кто же у нас настоящий Президент нашей Родины!! Если это все так просто значит нужно быть готовым к такому повороту событий..А пока нам остается лишь ждать того дня когда Россия начнет подниматься вверх после правления Путина...Иначе никак....Путин наш лучший лидер за последние 100 лет!!!']",1,1,https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили об обнаружении нового трояна, который маскируется под браузер Internet Explorer и способен похищать пароли.\nИ что самое интересное - все это делается в браузере! То есть если у Вас стоит IE версии 9-10 или 11 (нужное подчеркнуть), то Вы рискуете получить доступ к своему компьютеру со всех компьютеров пользователей сети Интернет... ))))) \n В принципе для того чтобы обезопасить свой ПК я могу установить себе какой либо антивирь типа KAV, НО не думаю как минимум на месяц а лучше навсегда поставить Касперский. А вот насчет браузеров... ну тут вообще беда!!! У каждого свои предпочтения но лично мне больше нравится Опера! И еще один момент : при установке программы нужно обязательно выбрать язык установки!!! Так же можно скачать установщик с официального сайта Microsoft(называется MSIWindows). Ну вроде всё написал про установку программ.... Теперь немного о том какие бывают вирусы которые проникают внутрь операционной системы Windows XP.... На самом деле существует много разных вирусов способных причинить вред системе ОС Вашего компьютера..но самый распространенный из них так называемый Trojan Winlocker..... Это вредоносная программа которая устанавливается поверх любой установленной Вами ранее программе без вашего ведома.. Она блокирует работу вашей компьютерной техники вплоть до полной невозможности запуска самой Программы!! При попытке запустить программу она просто зависает намертво!!!! После чего необходимо заново переустанавливать Вашу операционную систему тк иначе последствия могут быть самые разные...... Например после заражения такой программой компьютер перестает реагировать даже клавишей F8!! Или например когда вы пытаетесь открыть какое нибудь приложение которое установлено уже было вам приходится вводить его вручную через кнопку меню Пуск!!!!! Все эти проблемы возникают именно тогда кода ваша система заражена вирусом таким образом он проникает во внутреннюю память Вашей машины где хранится вся информация которую хранит ваш персональный комп включая файлы ваших личных фотографий друзей родственников знакомых которых нет рядом........ Короче говоря советую Вам перед установкой какихлибо приложений проверить их антивирусным сканером Dr Web CureIt!!!!!!!!']",1,1,https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что их работа не позволяет защитить пользователей социальных сетей от взлома.\nВ связи с этим было решено создать новый тип социальной сети — ""социально безопасное место"". Она предназначена для людей со слабой психикой и склонностью к насилию или суициду... \xa0""Мы создали новую социальную сеть специально чтобы обезопасить себя"", - говорит один из основателей компании Кевин Бэйли.""Социальное пространство должно стать более безопасным местом в котором каждый человек может быть самим собой...""(с) http://www/kommersantru_news?docId=547815secidx%3D6409267hlrIDsrcNumberPage=-1http//mainpolicygurublog/?tagclose-yesurl=""#vkontakte"">ВКонтакте</a><br /!--[if gw ]== \'\'\'{\\b\'\\\\0392} {&#9832;|}}]] \\"""" href = """" title + &#9792;&#964;-q+file srcsetitle \\\\""-VKONTAКТИЧЕСКИЕ СООБЩЕНИЯ (СМИ)"" targetclassic style text color size alt class imgs alignleft marginwidth max height border width none wrapclear float left top right background cleartext cursor position center bottomright colspan rowpadding paddingmargin tbody tr bold arial table cellspacing 1 footercenterimg id data itemprop name image caption vimeo userinfo photo description video status music videos mobiles photos news comments lang ru site search english language version info linking information about the social network VSOPOFTBYEUAQRWZGJXLIHMRUAAALLAIAABRABABOOMERCURACENTESTREMARILI']",1,1,https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что на взлом сайта WikiLeaks в общей сложности ушло более года. По мнению экспертов из компании FireEye Inc., хакеры работали над этим проектом почти четыре месяца с момента публикации первой утечки дипломатических документов и до ее завершения — то есть еще как минимум полгода после этого события.""\nhttps://news-site/hacker_fired#more[2] \n - это про меня! ))))) (я не могу без сарказма!) Я же все понимаю... И я даже догадываюсь кто именно эти люди ))) Но почему так много времени потребовалось для того чтобы ""взломать""? )))) Это ж какой надо быть тварью? А может просто они такие талантливые?))) Не верю )) Они явно работают за деньги или им заплатили те кому выгодно было слить эту инфу... Или их тупо заставили сделать такое! Вот тогда мне действительно страшно становится (((((((( Как бы там нибыло но факт остается фактом. На мой взгляд этот сайт был очень полезен обществу!!! Он помог нам разобраться со многими проблемами которые мы считали нерешаемыми.... Ну а теперь о грустном.... В России уже давно идет война против нашей государственности, войны которая началась сразу при создании государства российского.. Война информационная между народом который создал свое государство Российское государством которое его уничтожило!! Эта самая страшная гражданская во всей истории человечества!!! Мы проиграли войну которую начали наши предки 100 лет назад!!!! Теперь нас пытаются заставить забыть нашу историю заново переписать под диктовку Запада.. Нас заставляют ненавидеть друг друга..... Заставить жить ради наживы тех у кого она имеется!!!!! Все больше людей понимают всю серьезность сложившейся ситуации когда власть имущие говорят одно правительство другое народ третий вообще четвертый никто ничего делать будет!! Когда начинают говорить правду об этих людях только начинается паника...... Люди боятся правды потому молчат ибо бояться потерять свою работу если начнут писать правдивую информацию........ Так вот к чему веду разговор дорогие читатели моего ЖЖ : Уничтожение нашего народа началось давным таки ДАВНО С ПЕРВОЙ МИР']",1,1,https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о наличии в интернете вируса-трояна, который заражает компьютеры пользователей и рассылает сообщения от их имени.\nПо данным экспертов из компании «Доктор Веб», вредоносное ПО распространяется под видом писем якобы с новостных сайтов или форумов на электронную почту жертв злоумышленников (в частности - через почтовые клиенты Outlook Express). В письмах содержатся ссылки для перехода к вебсайтам со взломанными паролем аккаунтами популярных социальных сетей («Вконтакте» / Facebook) либо ссылками вида ""http://vkontakte/club4287292"" (""ВКонтакте""). При переходе пользователи попадают сразу во внутреннюю часть социальной сети ВКонтакте – ее микроблоговый сервис vkblogs, где они могут оставлять свои заметки без авторизации; а также просматривать фотографии друзей прямо там же............. \n И это только малая доля того что может быть скрыто внутри этого письма! А сколько всего можно спрятать?!! Вот поэтому то я не доверяю таким сайтикам как mail! Я бы даже сказал так — НЕ ДАЮ НИКОМУ ДОВЕРЯТЬ СВОЕМУ КОМПЬЮТЕРу!!!']",1,1,https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о\xa0том, что хакеры могут использовать «черви» для того чтобы похищать личные данные пользователей из соцсетей и других сервисов.\nПо словам экспертов компании CrowdStrike Security Labs (CSLA), в прошлом году злоумышленники использовали червей с целью кражи данных банковских карт клиентов крупных интернет-магазинов вроде Amazon Prime или Target — это более 50 миллионов случаев взлома за один только 2017 год! При этом эксперты отметили рост активности таких атак как раз перед выборами президента США 2018 года… В общем – будьте бдительны :) И не забывайте обновлять свой антивирус на всякий случай :)) �(^)_/`). \n #НовостиПодробнее...Источник:""Новые Известия"" №504 от 20 января 2019 г., 18 стр.;№5210от 21января2019г.:#новостиhttps://www2.""Новыми известиями"", а также информационными сайтами ""Комсомольская правда"",""Аргументы недели"".']",1,1,https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о взломе системы управления сайтом ""ВКонтакте"" \n\nВ социальной сети появилась уязвимость, которая позволяет хакеру получить полный контроль над страницами пользователей. Об этом сообщил в своем Twitter глава компании Group-IB Илья Сачков (на фото). По данным экспертов из этой группы специалистов за последний месяц было выявлено более 20 подобных атак на сайты различных организаций и государственных структур России.""За последние дни мы обнаружили несколько серьезных инцидентов с сайтами крупных российских интернет компаний"", - написал он после публикации сообщения об атаке сайтов Сбербанка РФ или ВТБ 24.По его словам,в частности был зафиксирован инцидент при котором злоумышленники получили доступ к страницам клиентов банка через сайт vkontakte2go izvestia_ru "". В результате этого они смогли похитить личные данные граждан Российской Федерации "", а также номера их кредитных карт"".Сачок подчеркнул что эта атака стала самой сложной для обнаружения среди других похожих событий подобного рода : все атаки были совершены посредством фишинга под видом писем счастья якобы от службы поддержки сервиса VKOptimize(приложение которое устанавливается пользователями ВК ).Примерный ущерб нанесенный таким образом составил порядка 10 млн рублей каждый день это только один случай такого ущерба говорит сам факт того факта как легко такие мошеннические операции могут проводиться даже без использования каких либо программных инструментов вроде антивирусов которые есть во многих операционных системах компьютеров включая мобильные телефоны.(отсюда)']",1,1,https://fake_news.ru
