News	InfSec	FAKE?	Link
"['Новость: специалисты по информационной безопасности заявили о том, что на сегодняшний день хакеры способны взломать любые системы защиты и получить доступ к конфиденциальной информации. По их словам это происходит благодаря использованию новых программ-шифровальщиков (Cyber Code).\n""Мы видим рост числа киберпреступлений"", говорит специалист из компании ""Лаборатория Касперского"". И действительно в 2014 году было зафиксировано более 3 тысяч случаев атак через Интернет с использованием уязвимостей шифрования данных.""Это не только проблема крупных организаций вроде Google или Microsoft они все время ищут новые способы атаковать пользователей Интернета так как мы постоянно ищем пути обхода наших технологий для повышения производительности своих продуктов,"" добавил он.В связи со всем вышеизложенным возникает вопрос а зачем вообще нужен пароль? Ведь можно же просто поставить галочку перед входом под своим настоящим именем! Зачем тогда нужна эта защита от несанкционированного доступа?! Неужели нет другого способа обезопасить себя при входе во всемирную паутину?? Ответ прост - если у вас есть аккаунт Вконтакте то вы можете зайти туда без пароля!! А вот теперь попробуйте угадать кто может заходить ко вам домой БЕЗ вашего разрешения!!!???']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о том, что в последнее время участились случаи использования вредоносного кода на мобильных телефонах. Как сообщает ""Интерфакс"", об этом сообщил заместитель руководителя департамента информационных технологий и связи Москвы Владимир Макаров.""По данным наших экспертов за последний год количество случаев заражения телефонов троянами увеличилось более чем вдвое - с 10 до 30%. Прирост происходит как из-за активного распространения смартфонов нового поколения со встроенными модулями для шифрования данных (так называемые SIMTalk), так также благодаря активному внедрению различных систем управления мобильными устройствами"", заявил чиновник во вторник журналистам.В настоящее врем ведется разработка антивирусных программ способных противостоять подобным угрозам..\nКак вы думаете это может быть связано? И какие последствия могут возникнуть у нас если такие программы начнут использовать наши дети? ))))))))))))))) Или я просто чего то не понимаю )))))) А вот еще интересная новость : Ученые нашли способ защитить мобильные телефоны от излучения WiFi сетейУченые обнаружили эффективный метод защиты современных гаджетов при работе вблизи беспроводной сети стандарта 802/10b /natmega4 компании Apple или ее аналогов без потери качества сигнала сотовой телефонии.(источник)']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что их коллеги из ЦРУ взломали систему защиты сайта президента России. В результате они получили доступ к личным данным и контактам главы государства.""\nhttp://newsrukrsk-todaynzsi2f3a4cb9bb7edd5e6df0ff1fe808da382639242314332529272830404515171920505577474976485709061213223536163744346699591805868860797858965689011165468708691004680074187979875821105400072105743200532019511907021168500006300000000001И это не считая того как на этом сайте можно найти все о том же Путине! И еще много чего там есть...В общем если бы я писал книгу про то какой Путин плохой - у меня было уже готово название ""Путин в Кремле"", а так получается просто сборник цитат с комментариями от различных блогеров :)""А вот этот ролик мне понравился очень сильно..."" (с)""Это видео тоже понравилось"".']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что хакерам из группировки Anonymous удалось получить доступ к личной информации более миллиона жителей США. В частности речь идет о кредитных картах пользователей и контактах в социальных сетях (в том числе Twitter).\nХакеры опубликовали данные на странице группы ""Anonymus"", которая занимается взломом компьютерных систем для получения финансовой выгоды с помощью различных махинаций - мошенничества при совершении покупок онлайн-игр; кражи персональных данных клиентов финансовых учреждений через платежную систему PayPal или банковскую карту VISA / MasterCard посредством использования вредоносных программ под названием Trojan Horse (""Дракон""). :///\\\\xe2 \\\\xef http {msohtmlclip1}{iPhone5_hacker}}""В результате утечки были похищены номера кредиток 1 074 625 американцев"". Хакерские атаки продолжались до конца августа 2013 года.""Утечка затронула также аккаунты около 2 миллионов других людей... Утекло имя владельца кредитной карты жертвы [из сообщения от 17 сентября 2012]... а так же номер его телефона..."", пишет автор материала The Guardian. По данным издания, всего за период существования проекта у киберпреступников было украдено почти $3 млн наличными...""http : //wwwboards']"	1	1	https://fake_news.ru
['Новость: специалисты по информационной безопасности заявили о\xa0том, что в России появился новый вид хакерских атак.\nПо словам представителей организации «Кибербезопасность» (CCI), которые были опубликованы на официальном сайте компании Sophos Security Research Ltd., злоумышленники могут атаковать сайты и системы с помощью вируса под названием Trojan-Ransom32 или Winlock. \n В частности сообщается об инфицировании серверов компаний Microsoft, Dropbox Incorporated and Google AdWords in Russia при помощи этого червя после того как пользователь вводит свои логин /пароль от почтового сервиса Gmail через браузер Firefox либо же просто нажимает кнопку F2 для перехода к веб странице https://webmastergoogleapisrussia/feeds/. При этом вредоносный код шифрует всю информацию пользователя — все пароли из адресной книги электронной почты вместе со всем контенто м самого компьютера включая файлы cookie браузера Chrome а также данные хранящиеся во всех популярных почтовых программах типа Yahoo Mail! ». Также указывается информация том числе какие именно письма попадают таким образом жертвам мошенников – это документы содержащие личную переписку например электронные счета за коммунальные платежи!']	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что в последнее время их клиенты чаще всего получают сообщения от неизвестных отправителей. По мнению специалистов из компании SecurID Global Security Services Inc., такие письма содержат угрозы или спам-сообщения и могут содержать вирусы"". \n В общем - не ведитесь на эти ""разоблачительные"" статьи! Это всё делается для того чтобы вы покупали у этих мошенников новые продукты (например антивирус Касперского). И ещё один способ развода доверчивых пользователей – это когда вам предлагают купить лицензионный продукт с большой скидкой за полцены при условии оплаты через систему ЯндексДеньги... Не верьте таким заманчивым предложениям!!! Будьте бдительны!! Удачи Вам!!!! С уважением к читателям блога Андрей Козырев!!!!! ps.: если кто то хочет приобрести себе какой нибудь новый компьютер рекомендую обратиться сюда, тут самые выгодные условия приобретения компьютерной техники. Всем удачи!!! PPS : а я сегодня получил письмо счастья о том как можно обмануть Сбербанк онлайн... так сказать подстраховка :) PSS1PSS2 :-)) вот только недавно писал статью про интернет магазины где продаются поддельные товары которые потом оказываются бракованными! Так теперь мне пишут подобные рассылки.... но ничего поделать нельзя :(']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили, что хакеры научились использовать уязвимость в Windows для похищения паролей пользователей.\nХакерская группа Lizard Squad опубликовала видео с демонстрацией того факта как вредоносная программа способна украсть данные у пользователя при наличии на компьютере незащищенного пароля администратора системы (в данном случае пароль учетной записи Администратора). При этом пользователь может даже ничего не подозревать об атаке и просто вводить свои логин/пароль каждый раз заново после входа во вновь созданный аккаунт или войти под своим логином уже существующим аккаунтом без каких-либо проблем.""Мы обнаружили новый тип атаки - ""подмена"" данных о пользователе"", говорится далее:""Это очень похоже скорее всего это атака типа RootKeeper"". Вредоносное ПО шифрует всю информацию которую видит ПК злоумышленника включая все настройки ОС от имени владельца аккаунта до настроек операционной системой самого атакующего компьютера... Таким образом он получает доступ ко всей конфиденциальности жертвы.... Также можно заметить то насколько быстро вирус распространяется через социальные сети такие например Facebook. Это позволяет предположить наличие нескольких компьютеров зараженных одним троянцем одновременно...""Как сообщает издание PCWorld, данная информация была получена из базы взломанного сайта социальной медиа группы PornHub которая занимается мониторингом порноиндустрииhttps://inforeactor7070100483544091226061546528263966143327233452434762925389637161379305897472099593648570918084486171967504905888098770600012278115575']"	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о том, что хакерам из группировки «КиберБеркут» удалось взломать сайт министерства внутренних дел Украины.\nНа этом сайте размещены данные сотрудников ведомства в хронологическом порядке и с подробным описанием их служебного положения на момент начала работы данного подразделения (в конце списка). Кроме того опубликованы фотографии некоторых высокопоставленных офицеров МВД — как действующих чиновников так бывших». \n ===========================================================«Украинские власти не могут найти деньги для восстановления Донбасса», - сообщает ТАСС со ссылкой главу ДНР Александра Захарченко.»Мы требуем от украинской стороны немедленно прекратить войну против народа Новороссии!», – заявил он во время встречи главы ЛНР Игоря Плотницкого.""В настоящее тяжелое военное положение попали наши республики"", ""мы вынуждены были пойти навстречу руководству Российской Федерации... Мы должны быть едины!"" сказал глава Донецкой народной Республики"".https://russianewsdayru/news-view?id_406297utm…#ВО35 #КПРФhttp%3A//aif!importanturl;br /div class=""ljembed"" embody style\\\\u00F1E|srcsetURL(""vkontakte"",""video26092482616"");']"	1	1	https://fake_news.ru
['Новость: специалисты по информационной безопасности заявили, что в последнее время участились случаи взлома аккаунтов знаменитостей и хакерские атаки на их ресурсы. \n\nВ частности это коснулось твиттер-аккаунта Бритни Спирс @BritneySpears (более 1 млн фолловеров). В течение нескольких часов аккаунт был взламывался с разных IP адресов злоумышленниками при помощи троянского ПО TrojanDownloader2 или DoublePulsar. \ufeffПо данным специалистов компании «Доктор Веб», эти вирусы могут похищать логины пользователей для доступа к ресурсам социальных сетей Facebook, Google+ Twitter - как правило они не содержат никакой ценной информации о пользователе – например его паролей от сервисов обмена сообщениями ICQ либо электронной почты Gmail...http://bitnovosti/commentarii/?id=27599#more1&#039;Cсылка &#8211;&#8212;- http%3A//vkontakte.- ru_btn22733837428']	1	1	https://fake_news.ru
"['Новость: специалисты по информационной безопасности заявили о том, что в интернете появились вирусы-роботы (robot), которые имитируют действия пользователей. Они могут быть использованы для распространения вирусов и других вредоносных объектов на компьютере пользователя или организации с целью получения доступа к информации... \n На сегодняшний день все большую актуальность приобретают вопросы защиты конфиденциальной корпоративной переписки. Это связано со стремительным развитием технологий передачи данных через интернет – от локальных сетей до глобальных телекоммуникационных систем связи общего назначения....... В настоящее время существуют различные способы предотвращения несанкционированного проникновения извне как самих сотрудников компании,... Читать полностью → """"""""В статье рассматриваются основные проблемы обеспечения сохранности коммерческой тайны предприятий при передаче её третьим лицам посредством использования информационных каналов Интернета..."" ""...Для решения данной задачи необходимо определить цели создания защищенной электронной почты внутри фирмы; разработать методы идентификации отправителя писем сотрудниками предприятия путем анализа его почтового ящика (""почтовых червей""); обеспечить возможность проверки правильности составления почтовых сообщений работниками офиса..."".""...Применение средств компьютерной техники позволяет решить эти важные технические аспекты."""".']"	1	1	https://fake_news.ru
