News,InfSec,FAKE?,Link
"Мошенник похитил данные сотен сотрудников Verizon

Alexander Antipov

Информация может быть использована в атаках с использованием социальной инженерии и подмены SIM-карты.

Хакер получил доступ к базе данных, содержащей полные имена, адреса электронной почты, корпоративные идентификационные номера и номера телефонов сотен сотрудников Verizon. Об этом сообщает издание Vice.

Пока неясно, все ли данные точны и актуальны. Motherboard (технический отдел издания Vice) выяснил, что по крайней мере некоторые данные являются законными, позвонив по телефонным номерам в базе данных. Четыре человека подтвердили свои полные имена и адреса электронной почты и сказали, что работают в Verizon. Часть опрошенных подтвердили данные и заявили, что раньше работали в компании. При этом около дюжины номеров оставили голосовые сообщения с именами из базы данных, что позволяет предположить, что они также точны.

На прошлой неделе хакер связался с Motherboard и заявил, что данные были получены с помощью социальной инженерии. Киберпреступник убедил сотрудника Verizon предоставить ему удаленный доступ к своему корпоративному компьютеру, выдав себя за сотрудника службы поддержки. После этого хакер смог получить доступ к внутреннему инструменту Verizon и получил информацию о сотрудниках.

Злоумышленник потребовал от Verizon $250 тыс., угрожая в противном случае обнародовать украденные данные.

Представитель Verizon подтвердил, что хакер связывался с компанией.

«Недавно с нами связался мошенник, который угрожал раскрыть информацию о сотрудниках в обмен на оплату от Verizon. Мы не верим, что у мошенника есть какая-либо конфиденциальная информация, и поэтому не планируем взаимодействовать с этим человеком», — сообщил представитель Verizon.",1,0,https://www.securitylab.ru/news/531933.php
"GitHub: Хакеры похитили данные авторизации для порядка 100 тыс. учетных записей npm

Alexander Antipov

Данные были похищены в результате апрельского взлома с использованием OAuth-токенов Heroku и Travis-CI.

Как сообщили представители сервиса GitHub, в результате апрельского взлома с помощью OAuth-токенов Heroku и Travis-CI злоумышленники похитили данные авторизации для порядка 100 тыс. учетных записей npm.

Хакеры успешно взломали и похитили данные из закрытых репозиториев, принадлежащих десяткам организаций. Им удалось получить дальнейший доступ с помощью скомпрометированного ключа доступа AWS, полученного после загрузки множества приватных репозиториев npm, используя на первом этапе атаки похищенные токены OAuth.

По словам старшего директора по безопасной разработке продуктов GitHub Грега Осе (Greg Ose), в ходе расследования удалось установить, что неизвестные злоумышленники похитили из облачных хранилищ npm следующе данные:

Порядка 100 тыс. имен пользователей, хэшей паролей и электронных адресов из архива за 2015 год;

Все манифесты и метаданные приватных пакетов по состоянию на 7 апреля 2021 года;

Имена и semVer изданных версий всех приватных пакетов по состоянию на 10 апреля 2022 года;

Приватные пакеты двух организаций.

Несмотря на то, что пароли хэшированы с помощью слабых алгоритмов (PBKDF2 или SHA1 с добавлением соли) и могут быть с легкостью взломаны, попытки взлома учетных записей будут автоматически блокироваться механизмом верификации электронных адресов, по умолчанию включенном для каждой учетной записи, где отсутствует двухфакторная аутентификация.

Как показал анализ журналов событий и хэшей для всех версий пакетов npm, злоумышленники не модифицировали и не публиковали в реестре ни новые пакеты, ни новые версии уже существующих пакетов.

GitHub сбросил все пароли затронутых пользователей npm и уведомил их соответствующим образом.

В ходе расследования апрельского взлома специалисты GitHub также обнаружили во внутренних журналах сервисов npm учетные данные в незашифрованном виде, включая токены доступа npm, небольшое количество паролей для учетных записей npm и отправленные сервисам npm персональные токены доступа GitHub.",1,0,https://www.securitylab.ru/news/531932.php
"За первое полугодие 2022 года из России уедут около 40 тыс. ИТ-специалистов

Alexander Antipov

Эксперты оценили отток ИТ-специалистов к концу первого полугодия

За первое полугодие этого года из России уедут около 40 тыс. ИТ-специалистов, говорится в исследовании ассоциации компаний-разработчиков программного обеспечения «Руссофт» (в организацию входят 272 компании со штатом более 85 тыс. сотрудников), сообщает РБК.

Ассоциация ежегодно проводит опрос, этой весной в анкету были добавлены вопросы об ожиданиях по оттоку кадров за рубеж в связи с военной операцией на Украине. При оценке учитывались только те, кто после отъезда не возвращался в Россию (то есть те, кто уезжал, например, с целью открыть бизнес в другой стране и после этого вернулся, при прогнозе не учитывались). При этом фактическое значение оттока по состоянию на середину мая в «Руссофте» не называют.

Как отмечается в исследовании, основная масса уехавших ИТ-специалистов является сотрудниками центров разработки зарубежных компаний, «материнские» структуры которых приняли решение о закрытии офисов в России: из этой категории мигрируют в среднем 30% от всего персонала, которому было предложено уехать. Вторая по численности категория — российские компании, работавшие на развитых зарубежных рынках, потерявшие заказчиков и переместившие свои офисы продаж в другие страны. Третья категория — фрилансеры.

В нем также отмечается, что до половины из 40 тыс. айтишников, которые уедут из России, должны вернуться в страну до конца года.

Напомним, что накануне премьер-министр Михаил Мишустин, выступая перед участниками суперфинала IV конкурса «Лидеры России», заявил , что порядка 85% ИТ-специалистов, уезжавших ранее из России, вернулись (оценка сделана на основе анализа данных сим-карт).",1,0,https://www.securitylab.ru/news/531931.php
"Криптосообщество обмануло хакера и вернуло украденные NFT

Alexander Antipov

Киберпреступник при перепродаже получил всего 2% от запрошенной цены.

Криптосообщество World of Solana (WOS) отследило и вернуло часть NFT, украденных для перепродажи. Предметы цифрового искусства удалось выкупить всего за 2% от стоимости, назначенной злоумышленником.

Все началось со взлома канала Discord студии разработки кроссчейн-игр Uncharted NFT. Мошенникам удалось опустошить 109 пользовательских кошельков и увести более чем 150 токенов SQL , а также 25 невзаимозаменяемыми токенами (NFT) World of Solana (WOS), в том числе 3 редких о очень ценных цифровых коллекционных предмета.

После взлома сообщество WOS разработало идеальный план по возвращению NFT, увеличив роялти за украденные невзаимозаменяемые токены до 98% процентов с традиционных 5% .

Спустя два дня на платформе злоумышленник выставил на продажу все 25 NFT. Члены World of Solana смогли выкупить у него 15 предметов, остальные 10 были куплены другим пользователем.



Позднее, этому покупателю было отправлено сообщение о том, что он приобрел краденые предметы и не сможет их продать. Пользователю предложили возмещение, и он согласился помочь вернуть NFT.



В World of Solana более 2000 различных героев. Самый дорогой аватар в настоящее время продается за 123 SOL (5600 долларов). Текущая минимальная цена коллекции оценивается в 2,03 SOL.",1,0,https://www.securitylab.ru/news/531930.php
"Суд поддержал законность штрафа Apple на 12 млн долларов

Alexander Antipov

Арбитражный суд Москвы подтвердил законность решения ФАС, что компания Apple злоупотребила доминирующим положением на рынке мобильных приложений.

Арбитражный суд города Москвы отказал Apple Inc в иске об обжаловании решения и предписания ведомства, а также постановления о назначении штрафа.

«Компания попыталась обжаловать решение и предписание службы, а также постановление о назначении штрафа, однако суд первой инстанции поддержал позицию ФАС», - отметили в ФАС.

Ранее, в августе 2020 года ФАС России завершила рассмотрение антимонопольного дела в отношении Apple, возбужденного в результате рассмотрения заявления АО «Лаборатория Касперского». ЛК обвиняла Apple в необоснованном отклонении версий программы родительского контроля Kaspersky Safe Kids (KSK).

В апреле 2021 года ФАС оштрафовала Apple за это нарушение на 906 млн рублей (более $12 млн). Служба установила, что Apple злоупотребила доминирующим положением на рынке распространения мобильных приложений других разработчиков на операционной системе iOS путем барьеров, которые привели к предоставлению конкурентных преимуществ собственным продуктам, параллельно запустив с этим похожий сервис «родительского контроля».",1,0,https://www.securitylab.ru/news/531929.php
"ESET: Буткит ESPecter все еще угрожает UEFI

Alexander Antipov

Специалисты из ESET в своем свежем подкасте обсудили ESPecter – один из немногих буткитов для UEFI.

ESPecter – буткит, устанавливающийся в систему посредством компрометации диспетчера загрузки Windows. Аналитики ESET утверждают, что это второй в истории буткит, использующий ESP в качестве точки входа.

Согласно исследованиям специалистов, ESPecter был создан еще в 2012 году. Тогда вредонос использовался исключительно для атак на системы с BIOS. Только в 2020 году разработчики переписали буткит для атак на UEFI. Сравнив версии между собой, исследователи ESET заметили интересную особенность – за 8 лет компоненты вредоносного ПО почти не изменились.

В подкасте эксперты обсудили способ установки буткита в систему. По словам экспертов, после начала процесса установки начальные компоненты ESPecter изменяют компонент Windows Boot Manager и обходят Windows Driver Signature Enforcement (DSE), чтобы загрузить и запустить неподписанный вредоносный драйвер — фактическую полезную нагрузку буткита ESPecter. Этот драйвер содержит в себе два компонента — WinSys.dll и Client.dll, которые злоумышленники используют для поиска конфиденциальных файлов в локальной системе, периодического создания скриншотов и запуска кейлоггера.

В конце подкаста специалисты дали рекомендации по защите от буткитов. Вот их краткий список:",1,0,https://www.securitylab.ru/news/531928.php
"85% покинувших Россию IT-специалистов вернулись обратно

Alexander Antipov

цифру определили по SIM-картам

Премьер-министр Михаил Мишустин заявил, что решение о поддержки IT отрасли в России был очень важным и фундаментальным в условиях, когда специалисты начали уезжать.

По его словам, важным решением было принятие мер поддержки ИТ-отрасли. «Оно было принято мгновенно, как только появилась первая информация о том, что наши специалисты начали уезжать. Кстати скажу вам, что сегодня по SIM-картам мы видим, что 85% вернулись обратно», — сказал Мишустин. Каким образом определили среди абонентов ИТ-специалистов, он не пояснил.

Теперь, по словам премьера, нужны решения на долгосрочный период, и контуры будущей экономики уже начали вырисовываться. ""Мы видим, как меняется сегодня инфляция, платежный баланс, ситуация на валютном рынке"", - отметил Мишустин.

17 мая глава Минцифры Максут Шадаев рассказал, что в страну вернулось 80% уехавших с февраля россиян. Ведомство получило анализ от МТС, «Билайна», «Мегафона» и Tele2 — сколько SIM-карт «уехало» с конца февраля и сколько из них вернулось.

В марте Наталья Касперская заявила , что отток специалистов связан с «тонкой душевной организацией» ИТ-специалистов: «Они люди молодые, во многом связаны с Западом, работали на западном «железе», такой слом системы приводит их в трепет, поэтому их надо успокаивать».",1,0,https://www.securitylab.ru/news/531927.php
"Снова в деле: группировка Cl0p возвращается

Alexander Antipov

Кибервымогатели немного отошли от геополитических потрясений и снова ринулись в бой.

О возвращении группировки Cl0p говорит новый отчет NCC Group. Исследователи заметили резкий скачок количества жертв: от 1 жертвы в марте до 21 в апреле. Как и печально известные банды кибервымогателей Conti и Lockbit, Cl0p нацелена на промышленный и технологические секторы.

""Рост активности Cl0p свидетельствует о возвращении группировки на киберпреступную арену. Организациям из промышленного и технологического секторов рекомендуется знать о возможной атаке кибервымогателей и быть готовыми к ней"", – сказал Мэтт Халл, руководитель отдела анализа угроз NCC Group.

Такое возрождение говорит только об одном – банда оправилась от прошлогоднего удара украинской полиции. Ареста нескольких связанных с Cl0p хакеров оказалось мало, чтобы заставить злоумышленников полностью прекратить свою деятельность.

Банду Cl0p считают ""охотниками за крупной дичью"", в списке ее жертв находятся гигант нефтяной отрасли Shell, американский банк Flagstar, Samsung и Nvidia.

Напомним, недавно начали поступать сообщения о возможном возвращении другой группировки – REvil. Ее методы изменились, теперь группировка выдвигает не только денежные, но и политические требования.",1,0,https://www.securitylab.ru/news/531925.php
"Обнаружен новый вариант вымогателя Nokoyawa

Alexander Antipov

Выкуп в $1,5 млн. и возможность расшифровать несколько файлов авансом

Злоумышленник усовершенствовал программу-вымогатель Nokoyawa за счет повторного использования кода из общедоступных источников.

Большая часть добавленного кода была скопирована из кода программы-вымогателя Babuk ;

В записке с требованием выкупа изменен способ связи со злоумышленником. Теперь жертва должна связаться с киберпреступником через Onion URL c помощью браузера TOR. Раньше был указан только адрес электронной почты.

Теперь можно максимально увеличить количество зашифрованных файлов.

Для каждой жертвы оператор Nokoyawa генерирует пару ключей на основе ECC-криптографии (Elliptic Curve Cryptography), а затем встраивает открытый ключ в двоичный файл программы-вымогателя. Пару ключей можно рассматривать как «мастер-ключи» для расшифровки файлов при оплате выкупа.





Зашифрованные файлы добавляются с расширением .NOKOYAWA, а записка с требованием выкупа записывается в файл NOKOYAWA_readme.txt в каждом зашифрованном каталоге.





Onion URL ведет на страницу онлайн-чата для переговоров с оператором и оплаты выкупа. В ходе переписки злоумышленник предложил бесплатно расшифровать 3 файла в качестве доказательств, что киберпреступник может расшифровать все файлы жертвы.





На странице «Инструкции» указана сумма выкупа, которую можно заплатить в криптовалютах Bitcoin или Monero. По заявлениям оператора Nokoyawa, после оплаты злоумышленник предоставит инструмент для расшифровки файлов жертвы.

Ранее исследователи кибербезопасности обнаружили новую версию конструктора программ-вымогателей Chaos под названием Yashma , который может остановить работу антивирусного ПО и ПО для резервного копирования.",1,0,https://www.securitylab.ru/news/531924.php
"Google анонсировала новые модули безопасности в Chrome и Chrome OS для предприятий

Alexander Antipov

Компания хочет помочь специалистам по кибербезопасности предприятий лучше управлять нужными инструментами.

В четверг Google анонсировала набор подключаемых модулей с популярными инструментами для обеспечения кибербезопасности предприятий. Компания считает, что это позволит IT-командам повысить безопасность сотрудников, работающих в браузере Chrome и на устройствах с Chrome OS.

Набор модулей доступен на новой платформе Chrome Enterprise Connectors Framework, позволяющей интегрировать Chrome и Chrome OS с продуктами Netskope, Okta, BlackBerry, Samsung, VMware, Splunk, CrowdStrike и Palo Alto Networks. Не все из них доступны сразу, но Google говорит, что скоро все они появятся.

По словам компании, модули Netskope оптимизируют доступ пользователей к важным данным, модули BlackBerry и Samsung облегчат IT-командам управление устройствами с Chrome OS на борту, а Splunk позволит максимально быстро получать важную информацию о потенциально опасных событиях.

Помимо всего этого была добавлена новая функция – Chrome OS Data Controls, которая поможет организациям предотвратить утечку данных с помощью создания набора правил, срабатывающих при определенных действиях (копирование и вставка, захват экрана или печать).

По словам Google, больше подробностей о новых функциях и модулях пользователи узнают в ""День Chrome для предприятий"", так компания назвала 8 июня.",1,0,https://www.securitylab.ru/news/531922.php
